Frame Number,Frame Length,Frame Control Field,Sequence Number,Extended Source,Destination PAN,Destination,IP Version,Layer Name,IP Destination,IP Source,Hop Limit,Next Packet Header,RPL DAG ID,Destination Advertisement Trigger Sequence,DIO FLags,DIO Instance,DIO Rank,DIO Version,DIO Interval Doublings,DIO Minimum Interval,DIO Max Rank,DIO Max Hop Rank,ICMPV6 Option Length,Checksum,Checksum Status,Code,Reserved,Packet Message
126,99,0x0000c841,1,00:12:74:01:00:01:01:01,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7401:1:101,64,58,aaaa::1,240,0x00000010,30,256,240,8,12,1792,256,14,0x00000810,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x0fec]
127,99,0x0000c841,1,00:12:74:01:00:01:01:01,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7401:1:101,64,58,aaaa::1,240,0x00000010,30,256,240,8,12,1792,256,14,0x00000810,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x0fec]
128,99,0x0000c841,1,00:12:74:01:00:01:01:01,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7401:1:101,64,58,aaaa::1,240,0x00000010,30,256,240,8,12,1792,256,14,0x00000810,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x0fec]
129,99,0x0000c841,1,00:12:74:01:00:01:01:01,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7401:1:101,64,58,aaaa::1,240,0x00000010,30,256,240,8,12,1792,256,14,0x00000810,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x0fec]
130,99,0x0000c841,1,00:12:74:01:00:01:01:01,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7401:1:101,64,58,aaaa::1,240,0x00000010,30,256,240,8,12,1792,256,14,0x00000810,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x0fec]
131,99,0x0000c841,1,00:12:74:01:00:01:01:01,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7401:1:101,64,58,aaaa::1,240,0x00000010,30,256,240,8,12,1792,256,14,0x00000810,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x0fec]
132,99,0x0000c841,1,00:12:74:01:00:01:01:01,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7401:1:101,64,58,aaaa::1,240,0x00000010,30,256,240,8,12,1792,256,14,0x00000810,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x0fec]
133,99,0x0000c841,1,00:12:74:01:00:01:01:01,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7401:1:101,64,58,aaaa::1,240,0x00000010,30,256,240,8,12,1792,256,14,0x00000810,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x0fec]
134,99,0x0000c841,1,00:12:74:01:00:01:01:01,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7401:1:101,64,58,aaaa::1,240,0x00000010,30,256,240,8,12,1792,256,14,0x00000810,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x0fec]
135,99,0x0000c841,1,00:12:74:01:00:01:01:01,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7401:1:101,64,58,aaaa::1,240,0x00000010,30,256,240,8,12,1792,256,14,0x00000810,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x0fec]
136,99,0x0000c841,1,00:12:74:01:00:01:01:01,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7401:1:101,64,58,aaaa::1,240,0x00000010,30,256,240,8,12,1792,256,14,0x00000810,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x0fec]
137,99,0x0000c841,1,00:12:74:01:00:01:01:01,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7401:1:101,64,58,aaaa::1,240,0x00000010,30,256,240,8,12,1792,256,14,0x00000810,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x0fec]
138,99,0x0000c841,1,00:12:74:01:00:01:01:01,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7401:1:101,64,58,aaaa::1,240,0x00000010,30,256,240,8,12,1792,256,14,0x00000810,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x0fec]
139,99,0x0000c841,1,00:12:74:01:00:01:01:01,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7401:1:101,64,58,aaaa::1,240,0x00000010,30,256,240,8,12,1792,256,14,0x00000810,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x0fec]
140,99,0x0000c841,1,00:12:74:01:00:01:01:01,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7401:1:101,64,58,aaaa::1,240,0x00000010,30,256,240,8,12,1792,256,14,0x00000810,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x0fec]
141,99,0x0000c841,1,00:12:74:01:00:01:01:01,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7401:1:101,64,58,aaaa::1,240,0x00000010,30,256,240,8,12,1792,256,14,0x00000810,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x0fec]
142,99,0x0000c841,1,00:12:74:01:00:01:01:01,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7401:1:101,64,58,aaaa::1,240,0x00000010,30,256,240,8,12,1792,256,14,0x00000810,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x0fec]
143,99,0x0000c841,1,00:12:74:01:00:01:01:01,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7401:1:101,64,58,aaaa::1,240,0x00000010,30,256,240,8,12,1792,256,14,0x00000810,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x0fec]
144,99,0x0000c841,1,00:12:74:01:00:01:01:01,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7401:1:101,64,58,aaaa::1,240,0x00000010,30,256,240,8,12,1792,256,14,0x00000810,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x0fec]
145,99,0x0000c841,1,00:12:74:01:00:01:01:01,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7401:1:101,64,58,aaaa::1,240,0x00000010,30,256,240,8,12,1792,256,14,0x00000810,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x0fec]
146,99,0x0000c841,1,00:12:74:01:00:01:01:01,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7401:1:101,64,58,aaaa::1,240,0x00000010,30,256,240,8,12,1792,256,14,0x00000810,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x0fec]
147,99,0x0000c841,2,00:12:74:02:00:02:02:02,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7402:2:202,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x0000048d,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x58ce]
148,99,0x0000c841,2,00:12:74:02:00:02:02:02,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7402:2:202,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x0000048d,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x58ce]
149,99,0x0000c841,2,00:12:74:02:00:02:02:02,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7402:2:202,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x0000048d,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x58ce]
150,99,0x0000c841,2,00:12:74:02:00:02:02:02,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7402:2:202,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x0000048d,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x58ce]
151,99,0x0000c841,2,00:12:74:02:00:02:02:02,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7402:2:202,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x0000048d,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x58ce]
152,99,0x0000c841,2,00:12:74:02:00:02:02:02,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7402:2:202,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x0000048d,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x58ce]
153,99,0x0000c841,2,00:12:74:02:00:02:02:02,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7402:2:202,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x0000048d,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x58ce]
154,99,0x0000c841,2,00:12:74:02:00:02:02:02,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7402:2:202,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x0000048d,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x58ce]
155,99,0x0000c841,2,00:12:74:02:00:02:02:02,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7402:2:202,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x0000048d,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x58ce]
156,99,0x0000c841,2,00:12:74:02:00:02:02:02,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7402:2:202,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x0000048d,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x58ce]
157,99,0x0000c841,2,00:12:74:02:00:02:02:02,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7402:2:202,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x0000048d,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x58ce]
158,99,0x0000c841,2,00:12:74:02:00:02:02:02,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7402:2:202,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x0000048d,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x58ce]
159,99,0x0000c841,2,00:12:74:02:00:02:02:02,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7402:2:202,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x0000048d,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x58ce]
160,99,0x0000c841,2,00:12:74:02:00:02:02:02,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7402:2:202,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x0000048d,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x58ce]
161,99,0x0000c841,2,00:12:74:02:00:02:02:02,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7402:2:202,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x0000048d,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x58ce]
162,99,0x0000c841,2,00:12:74:02:00:02:02:02,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7402:2:202,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x0000048d,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x58ce]
163,99,0x0000c841,2,00:12:74:02:00:02:02:02,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7402:2:202,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x0000048d,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x58ce]
164,99,0x0000c841,2,00:12:74:02:00:02:02:02,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7402:2:202,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x0000048d,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x58ce]
165,99,0x0000c841,2,00:12:74:02:00:02:02:02,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7402:2:202,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x0000048d,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x58ce]
166,99,0x0000c841,2,00:12:74:02:00:02:02:02,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7402:2:202,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x0000048d,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x58ce]
167,99,0x0000c841,2,00:12:74:02:00:02:02:02,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7402:2:202,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x0000048d,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x58ce]
168,99,0x0000c841,2,00:12:74:02:00:02:02:02,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7402:2:202,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x0000048d,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x58ce]
169,99,0x0000c841,2,00:12:74:02:00:02:02:02,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7402:2:202,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x0000048d,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x58ce]
170,99,0x0000c841,2,00:12:74:02:00:02:02:02,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7402:2:202,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x0000048d,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x58ce]
171,99,0x0000c841,2,00:12:74:02:00:02:02:02,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7402:2:202,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x0000048d,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x58ce]
172,99,0x0000c841,2,00:12:74:02:00:02:02:02,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7402:2:202,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x0000048d,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x58ce]
173,99,0x0000c841,2,00:12:74:02:00:02:02:02,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7402:2:202,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x0000048d,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x58ce]
174,99,0x0000c841,2,00:12:74:02:00:02:02:02,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7402:2:202,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x0000048d,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x58ce]
175,99,0x0000c841,2,00:12:74:02:00:02:02:02,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7402:2:202,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x0000048d,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x58ce]
176,99,0x0000c841,2,00:12:74:06:00:06:06:06,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7406:6:606,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x00000081,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x3c9b]
177,99,0x0000c841,2,00:12:74:06:00:06:06:06,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7406:6:606,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x00000081,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x3c9b]
178,99,0x0000c841,2,00:12:74:06:00:06:06:06,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7406:6:606,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x00000081,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x3c9b]
179,99,0x0000c841,2,00:12:74:06:00:06:06:06,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7406:6:606,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x00000081,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x3c9b]
180,99,0x0000c841,2,00:12:74:06:00:06:06:06,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7406:6:606,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x00000081,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x3c9b]
181,99,0x0000c841,2,00:12:74:06:00:06:06:06,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7406:6:606,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x00000081,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x3c9b]
182,99,0x0000c841,2,00:12:74:06:00:06:06:06,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7406:6:606,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x00000081,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x3c9b]
183,99,0x0000c841,2,00:12:74:06:00:06:06:06,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7406:6:606,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x00000081,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x3c9b]
184,99,0x0000c841,2,00:12:74:06:00:06:06:06,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7406:6:606,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x00000081,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x3c9b]
185,99,0x0000c841,2,00:12:74:06:00:06:06:06,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7406:6:606,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x00000081,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x3c9b]
186,99,0x0000c841,2,00:12:74:06:00:06:06:06,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7406:6:606,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x00000081,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x3c9b]
187,99,0x0000c841,2,00:12:74:06:00:06:06:06,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7406:6:606,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x00000081,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x3c9b]
188,99,0x0000c841,2,00:12:74:06:00:06:06:06,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7406:6:606,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x00000081,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x3c9b]
189,99,0x0000c841,2,00:12:74:06:00:06:06:06,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7406:6:606,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x00000081,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x3c9b]
190,99,0x0000c841,2,00:12:74:06:00:06:06:06,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7406:6:606,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x00000081,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x3c9b]
191,99,0x0000c841,2,00:12:74:06:00:06:06:06,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7406:6:606,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x00000081,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x3c9b]
192,99,0x0000c841,2,00:12:74:06:00:06:06:06,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7406:6:606,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x00000081,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x3c9b]
193,99,0x0000c841,2,00:12:74:06:00:06:06:06,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7406:6:606,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x00000081,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x3c9b]
194,99,0x0000c841,2,00:12:74:06:00:06:06:06,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7406:6:606,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x00000081,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x3c9b]
195,99,0x0000c841,2,00:12:74:06:00:06:06:06,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7406:6:606,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x00000081,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x3c9b]
196,99,0x0000c841,2,00:12:74:06:00:06:06:06,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7406:6:606,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x00000081,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x3c9b]
197,99,0x0000c841,2,00:12:74:06:00:06:06:06,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7406:6:606,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x00000081,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x3c9b]
198,99,0x0000c841,2,00:12:74:06:00:06:06:06,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7406:6:606,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x00000081,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x3c9b]
199,99,0x0000c841,2,00:12:74:06:00:06:06:06,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7406:6:606,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x00000081,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x3c9b]
200,99,0x0000c841,2,00:12:74:06:00:06:06:06,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7406:6:606,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x00000081,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x3c9b]
201,99,0x0000c841,2,00:12:74:06:00:06:06:06,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7406:6:606,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x00000081,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x3c9b]
202,99,0x0000c841,2,00:12:74:06:00:06:06:06,0x0000abcd,0x0000ffff,6,ipv6,ff02::1a,fe80::212:7406:6:606,64,58,aaaa::1,240,0x00000010,30,896,240,8,12,1792,256,14,0x00000081,0,1,00,Expert Info (Warning/Checksum): Bad checksum [should be 0x3c9b]
