-770358.494000000,fe80::212:7401:1:101,240
-770358.500000000,fe80::212:7401:1:101,240
-770358.528000000,fe80::212:7401:1:101,240
-770358.529000000,fe80::212:7401:1:101,240
-770358.529000000,fe80::212:7401:1:101,240
-770358.543000000,fe80::212:7401:1:101,240
-770358.548000000,fe80::212:7401:1:101,240
-770358.552000000,fe80::212:7401:1:101,240
-770358.557000000,fe80::212:7401:1:101,240
-770358.560000000,fe80::212:7401:1:101,240
-770358.565000000,fe80::212:7401:1:101,240
-770358.577000000,fe80::212:7401:1:101,240
-770358.582000000,fe80::212:7401:1:101,240
-770358.598000000,fe80::212:7401:1:101,240
-770358.599000000,fe80::212:7401:1:101,240
-770358.632000000,fe80::212:7401:1:101,240
-770358.632000000,fe80::212:7401:1:101,240
-770358.633000000,fe80::212:7401:1:101,240
-770358.633000000,fe80::212:7401:1:101,240
-770358.643000000,fe80::212:7401:1:101,240
-770358.644000000,fe80::212:7401:1:101,240
-770358.644000000,fe80::212:7401:1:101,240
-770358.671000000,fe80::212:7401:1:101,240
-770358.671000000,fe80::212:7401:1:101,240
-770358.674000000,fe80::212:7401:1:101,240
-770358.674000000,fe80::212:7401:1:101,240
-770358.674000000,fe80::212:7401:1:101,240
-770358.702000000,fe80::212:7401:1:101,240
-770358.729000000,fe80::212:7401:1:101,240
-770358.730000000,fe80::212:7401:1:101,240
-770358.730000000,fe80::212:7401:1:101,240
-770358.731000000,fe80::212:7401:1:101,240
-770357.595000000,fe80::212:7405:5:505,240
-770357.595000000,fe80::212:7405:5:505,240
-770357.596000000,fe80::212:7405:5:505,240
-770357.605000000,fe80::212:7405:5:505,240
-770357.605000000,fe80::212:7405:5:505,240
-770357.605000000,fe80::212:7405:5:505,240
-770357.606000000,fe80::212:7405:5:505,240
-770357.606000000,fe80::212:7405:5:505,240
-770357.606000000,fe80::212:7405:5:505,240
-770357.606000000,fe80::212:7405:5:505,240
-770357.607000000,fe80::212:7405:5:505,240
-770357.607000000,fe80::212:7405:5:505,240
-770357.607000000,fe80::212:7405:5:505,240
-770357.607000000,fe80::212:7405:5:505,240
-770357.608000000,fe80::212:7405:5:505,240
-770357.608000000,fe80::212:7405:5:505,240
-770357.608000000,fe80::212:7405:5:505,240
-770357.611000000,fe80::212:7405:5:505,240
-770357.612000000,fe80::212:7405:5:505,240
-770357.612000000,fe80::212:7405:5:505,240
-770357.612000000,fe80::212:7405:5:505,240
-770357.662000000,fe80::212:7405:5:505,240
-770357.663000000,fe80::212:7405:5:505,240
-770357.663000000,fe80::212:7405:5:505,240
-770357.698000000,fe80::212:7405:5:505,240
-770357.699000000,fe80::212:7405:5:505,240
-770357.699000000,fe80::212:7405:5:505,240
-770357.699000000,fe80::212:7405:5:505,240
-770357.751000000,fe80::212:7405:5:505,240
-770357.819000000,fe80::212:7402:2:202,240
-770357.824000000,fe80::212:7402:2:202,240
-770357.830000000,fe80::212:7402:2:202,240
-770357.836000000,fe80::212:7402:2:202,240
-770357.840000000,fe80::212:7402:2:202,240
-770357.844000000,fe80::212:7402:2:202,240
-770357.854000000,fe80::212:7402:2:202,240
-770357.862000000,fe80::212:7402:2:202,240
-770357.867000000,fe80::212:7402:2:202,240
-770357.872000000,fe80::212:7402:2:202,240
-770357.885000000,fe80::212:7402:2:202,240
-770357.889000000,fe80::212:7402:2:202,240
-770357.892000000,fe80::212:7402:2:202,240
-770357.896000000,fe80::212:7402:2:202,240
-770357.899000000,fe80::212:7402:2:202,240
-770357.903000000,fe80::212:7402:2:202,240
-770357.920000000,fe80::212:7402:2:202,240
-770357.920000000,fe80::212:7402:2:202,240
-770357.969000000,fe80::212:7402:2:202,240
-770357.969000000,fe80::212:7402:2:202,240
-770357.969000000,fe80::212:7402:2:202,240
-770357.973000000,fe80::212:7402:2:202,240
-770357.973000000,fe80::212:7402:2:202,240
-770357.978000000,fe80::212:7402:2:202,240
-770357.979000000,fe80::212:7402:2:202,240
-770357.983000000,fe80::212:7402:2:202,240
-770357.994000000,fe80::212:7402:2:202,240
-770357.998000000,fe80::212:7402:2:202,240
-770357.002000000,fe80::212:7402:2:202,240
-770356.743000000,fe80::212:7406:6:606,240
-770356.756000000,fe80::212:7406:6:606,240
-770356.762000000,fe80::212:7406:6:606,240
-770356.764000000,fe80::212:7406:6:606,240
-770356.767000000,fe80::212:7406:6:606,240
-770356.770000000,fe80::212:7406:6:606,240
-770356.772000000,fe80::212:7406:6:606,240
-770356.775000000,fe80::212:7406:6:606,240
-770356.789000000,fe80::212:7406:6:606,240
-770356.795000000,fe80::212:7406:6:606,240
-770356.800000000,fe80::212:7406:6:606,240
-770356.805000000,fe80::212:7406:6:606,240
-770356.825000000,fe80::212:7406:6:606,240
-770356.847000000,fe80::212:7406:6:606,240
-770356.847000000,fe80::212:7406:6:606,240
-770356.848000000,fe80::212:7406:6:606,240
-770356.850000000,fe80::212:7406:6:606,240
-770356.851000000,fe80::212:7406:6:606,240
-770356.869000000,fe80::212:7406:6:606,240
-770356.872000000,fe80::212:7406:6:606,240
-770356.875000000,fe80::212:7406:6:606,240
-770356.878000000,fe80::212:7406:6:606,240
-770356.893000000,fe80::212:7406:6:606,240
-770356.896000000,fe80::212:7406:6:606,240
-770356.899000000,fe80::212:7406:6:606,240
-770356.902000000,fe80::212:7406:6:606,240
-770356.905000000,fe80::212:7406:6:606,240
-770356.907000000,fe80::212:7406:6:606,240
-770356.910000000,fe80::212:7406:6:606,240
-770355.184000000,fe80::212:7403:3:303,240
-770355.189000000,fe80::212:7403:3:303,240
-770355.192000000,fe80::212:7403:3:303,240
-770355.195000000,fe80::212:7403:3:303,240
-770355.199000000,fe80::212:7403:3:303,240
-770355.202000000,fe80::212:7403:3:303,240
-770355.212000000,fe80::212:7403:3:303,240
-770355.248000000,fe80::212:7403:3:303,240
-770355.248000000,fe80::212:7403:3:303,240
-770355.248000000,fe80::212:7403:3:303,240
-770355.253000000,fe80::212:7403:3:303,240
-770355.257000000,fe80::212:7403:3:303,240
-770355.262000000,fe80::212:7403:3:303,240
-770355.274000000,fe80::212:7403:3:303,240
-770355.281000000,fe80::212:7403:3:303,240
-770355.286000000,fe80::212:7403:3:303,240
-770355.288000000,fe80::212:7403:3:303,240
-770355.291000000,fe80::212:7403:3:303,240
-770355.294000000,fe80::212:7403:3:303,240
-770355.296000000,fe80::212:7403:3:303,240
-770355.300000000,fe80::212:7403:3:303,240
-770355.303000000,fe80::212:7403:3:303,240
-770355.305000000,fe80::212:7403:3:303,240
-770355.308000000,fe80::212:7403:3:303,240
-770355.311000000,fe80::212:7403:3:303,240
-770355.313000000,fe80::212:7403:3:303,240
-770355.315000000,fe80::212:7403:3:303,240
-770355.339000000,fe80::212:7403:3:303,240
-770355.340000000,fe80::212:7403:3:303,240
-770355.819000000,fe80::212:7401:1:101,240
-770355.845000000,fe80::212:7401:1:101,240
-770355.846000000,fe80::212:7401:1:101,240
-770355.847000000,fe80::212:7401:1:101,240
-770355.850000000,fe80::212:7401:1:101,240
-770355.853000000,fe80::212:7401:1:101,240
-770355.857000000,fe80::212:7401:1:101,240
-770355.861000000,fe80::212:7401:1:101,240
-770355.866000000,fe80::212:7401:1:101,240
-770355.877000000,fe80::212:7401:1:101,240
-770355.880000000,fe80::212:7401:1:101,240
-770355.883000000,fe80::212:7401:1:101,240
-770355.885000000,fe80::212:7401:1:101,240
