1888954.361000000,240
1888954.361000000,240
1888954.362000000,240
1888954.362000000,240
1888954.377000000,240
1888954.377000000,240
1888954.378000000,240
1888954.378000000,240
1888954.378000000,240
1888954.378000000,240
1888954.404000000,240
1888954.404000000,240
1888954.404000000,240
1888954.404000000,240
1888954.405000000,240
1888954.405000000,240
1888954.405000000,240
1888954.406000000,240
1888954.406000000,240
1888954.406000000,240
1888954.431000000,240
1888954.431000000,240
1888954.432000000,240
1888954.432000000,240
1888954.433000000,240
1888954.514000000,240
1888954.514000000,240
1888954.514000000,240
1888954.514000000,240
1888954.515000000,240
1888954.515000000,240
1888954.515000000,240
1888955.836000000,240
1888955.878000000,240
1888955.878000000,240
1888955.879000000,240
1888955.879000000,240
1888955.879000000,240
1888955.879000000,240
1888955.880000000,240
1888955.880000000,240
1888955.880000000,240
1888955.880000000,240
1888955.881000000,240
1888955.881000000,240
1888955.881000000,240
1888955.881000000,240
1888955.882000000,240
1888955.882000000,240
1888955.882000000,240
1888955.882000000,240
1888955.883000000,240
1888955.883000000,240
1888955.883000000,240
1888955.883000000,240
1888955.884000000,240
1888955.884000000,240
1888955.912000000,240
1888955.912000000,240
1888955.913000000,240
1888955.913000000,240
1888955.914000000,240
1888955.914000000,240
1888955.914000000,240
1888955.037000000,240
1888955.078000000,240
1888955.079000000,240
1888955.079000000,240
1888955.079000000,240
1888955.079000000,240
1888955.080000000,240
1888955.080000000,240
1888955.080000000,240
1888955.080000000,240
1888955.080000000,240
1888955.081000000,240
1888955.081000000,240
1888955.081000000,240
1888955.082000000,240
1888955.082000000,240
1888955.121000000,240
1888955.122000000,240
1888955.122000000,240
1888955.122000000,240
1888955.122000000,240
1888955.122000000,240
1888955.123000000,240
1888955.123000000,240
1888955.123000000,240
1888955.123000000,240
1888955.124000000,240
1888955.124000000,240
1888955.124000000,240
1888955.170000000,240
1888955.170000000,240
1888955.170000000,240
1888955.170000000,240
1888955.171000000,240
1888955.171000000,240
1888955.171000000,240
1888955.171000000,240
1888955.172000000,240
1888955.172000000,240
1888955.172000000,240
1888955.173000000,240
1888955.173000000,240
1888955.191000000,240
1888955.191000000,240
1888955.192000000,240
1888955.192000000,240
1888955.193000000,240
1888955.193000000,240
1888955.193000000,240
1888955.193000000,240
1888955.194000000,240
1888955.195000000,240
1888955.195000000,240
1888955.195000000,240
1888955.195000000,240
1888955.196000000,240
1888955.196000000,240
1888955.196000000,240
1888955.459000000,240
1888955.460000000,240
1888955.460000000,240
1888955.460000000,240
1888955.460000000,240
1888955.507000000,240
1888955.507000000,240
1888955.507000000,240
1888955.508000000,240
1888955.508000000,240
1888955.508000000,240
1888955.508000000,240
1888955.508000000,240
1888955.509000000,240
1888955.509000000,240
1888955.509000000,240
1888955.509000000,240
1888955.510000000,240
1888955.555000000,240
1888955.556000000,240
1888955.556000000,240
1888955.556000000,240
1888955.557000000,240
1888955.557000000,240
1888955.561000000,240
1888955.562000000,240
1888955.562000000,240
1888955.562000000,240
1888955.563000000,240
1888955.563000000,240
1888955.563000000,240
1888955.563000000,240
1888955.563000000,240
1888955.564000000,240
1888955.564000000,240
1888955.595000000,240
1888955.595000000,240
1888955.595000000,240
1888955.595000000,240
1888955.596000000,240
1888955.596000000,240
1888955.596000000,240
1888955.596000000,240
1888955.596000000,240
1888955.597000000,240
1888955.597000000,240
1888955.597000000,240
1888955.597000000,240
1888955.597000000,240
1888955.598000000,240
1888955.598000000,240
1888955.598000000,240
1888955.598000000,240
1888955.599000000,240
1888955.599000000,240
1888955.599000000,240
1888955.599000000,240
1888956.635000000,240
1888956.810000000,240
1888956.810000000,240
1888956.810000000,240
1888956.811000000,240
1888956.813000000,240
1888956.813000000,240
1888956.813000000,240
1888956.814000000,240
1888956.814000000,240
1888956.814000000,240
1888956.814000000,240
1888956.816000000,240
1888956.816000000,240
1888956.816000000,240
1888956.816000000,240
1888956.816000000,240
1888956.817000000,240
1888956.817000000,240
1888956.817000000,240
1888956.817000000,240
1888956.818000000,240
1888956.818000000,240
1888956.892000000,240
1888956.893000000,240
1888956.893000000,240
1888956.893000000,240
1888956.894000000,240
1888956.894000000,240
1888956.894000000,240
1888956.928000000,240
1888956.964000000,240
1888956.965000000,240
1888956.966000000,240
1888956.966000000,240
1888956.966000000,240
1888956.967000000,240
1888956.967000000,240
1888956.972000000,240
1888956.972000000,240
1888956.972000000,240
1888956.973000000,240
1888956.997000000,240
1888956.997000000,240
1888956.997000000,240
1888956.998000000,240
1888956.998000000,240
1888956.998000000,240
1888956.998000000,240
1888956.998000000,240
1888956.999000000,240
1888956.999000000,240
1888956.999000000,240
1888956.999000000,240
1888956.000000000,240
1888956.000000000,240
1888956.000000000,240
1888956.000000000,240
1888956.001000000,240
1888957.642000000,240
1888957.678000000,240
1888957.679000000,240
1888957.679000000,240
1888957.679000000,240
1888957.679000000,240
1888957.679000000,240
1888957.680000000,240
1888957.680000000,240
1888957.680000000,240
1888957.680000000,240
1888957.681000000,240
1888957.681000000,240
1888957.732000000,240
1888957.732000000,240
1888957.732000000,240
1888957.733000000,240
1888957.733000000,240
1888957.733000000,240
1888957.734000000,240
1888957.734000000,240
1888957.734000000,240
1888957.734000000,240
1888957.735000000,240
1888957.735000000,240
1888957.735000000,240
1888957.735000000,240
1888957.735000000,240
1888957.736000000,240
1888957.779000000,240
1888957.780000000,240
1888957.830000000,240
1888957.830000000,240
1888957.830000000,240
1888957.830000000,240
1888957.831000000,240
1888957.831000000,240
1888957.831000000,240
1888957.831000000,240
1888957.831000000,240
1888957.831000000,240
1888957.832000000,240
1888957.832000000,240
1888957.832000000,240
1888957.832000000,240
1888957.832000000,240
1888957.833000000,240
1888957.833000000,240
1888957.833000000,240
1888957.869000000,240
1888957.870000000,240
1888957.870000000,240
1888957.870000000,240
1888957.870000000,240
1888957.870000000,240
1888957.871000000,240
1888957.871000000,240
1888957.871000000,240
1888957.871000000,240
1888957.871000000,240
1888957.872000000,240
1888957.902000000,240
1888957.903000000,240
1888957.903000000,240
1888957.934000000,240
1888957.934000000,240
1888957.937000000,240
1888957.937000000,240
1888957.937000000,240
1888957.937000000,240
1888957.938000000,240
1888957.938000000,240
1888957.938000000,240
1888957.938000000,240
1888957.970000000,240
1888957.971000000,240
1888957.971000000,240
1888957.971000000,240
1888957.971000000,240
1888957.971000000,240
1888957.972000000,240
1888957.972000000,240
1888957.972000000,240
1888957.972000000,240
1888957.972000000,240
1888957.972000000,240
1888957.973000000,240
1888957.973000000,240
1888957.973000000,240
1888957.012000000,240
1888957.012000000,240
1888957.020000000,240
1888957.020000000,240
1888957.020000000,240
1888957.020000000,240
1888957.021000000,240
1888957.024000000,240
1888957.024000000,240
1888957.025000000,240
1888957.031000000,240
1888957.031000000,240
1888957.117000000,240
1888957.118000000,240
1888957.118000000,240
1888957.118000000,240
1888957.118000000,240
1888957.119000000,240
1888957.119000000,240
1888957.119000000,240
1888957.119000000,240
1888957.119000000,240
1888957.120000000,240
1888957.120000000,240
1888957.120000000,240
1888957.120000000,240
1888957.120000000,240
1888957.120000000,240
1888957.121000000,240
1888957.121000000,240
1888957.121000000,240
1888957.121000000,240
1888957.121000000,240
1888957.219000000,240
1888957.219000000,240
1888957.219000000,240
1888957.234000000,240
1888957.234000000,240
1888957.234000000,240
1888957.234000000,240
1888957.235000000,240
1888957.235000000,240
1888957.235000000,240
1888957.235000000,240
1888957.235000000,240
1888957.277000000,240
1888957.278000000,240
1888957.278000000,240
1888957.278000000,240
1888957.278000000,240
1888957.278000000,240
1888957.279000000,240
1888957.327000000,240
1888957.327000000,240
1888957.328000000,240
1888957.328000000,240
1888957.328000000,240
1888957.328000000,240
1888957.328000000,240
1888957.329000000,240
1888957.329000000,240
1888957.330000000,240
1888957.365000000,240
1888957.365000000,240
1888957.366000000,240
1888957.370000000,240
1888957.370000000,240
1888957.370000000,240
1888957.370000000,240
1888957.371000000,240
1888957.427000000,240
1888957.427000000,240
1888957.427000000,240
1888957.427000000,240
1888957.428000000,240
1888957.428000000,240
1888957.428000000,240
1888957.428000000,240
1888957.428000000,240
1888957.428000000,240
1888957.429000000,240
1888957.429000000,240
1888957.445000000,240
1888957.446000000,240
1888957.446000000,240
1888957.446000000,240
1888957.446000000,240
1888957.447000000,240
1888957.447000000,240
1888957.447000000,240
1888957.447000000,240
1888958.757000000,240
1888958.757000000,240
1888958.757000000,240
1888958.757000000,240
1888958.758000000,240
1888958.758000000,240
1888958.758000000,240
1888958.758000000,240
1888958.758000000,240
1888958.758000000,240
1888958.792000000,240
1888958.792000000,240
1888958.792000000,240
1888958.792000000,240
1888958.793000000,240
1888958.793000000,240
1888958.793000000,240
1888958.793000000,240
