1503048652.401000000,::212:7405:5:505,::1,01001600bf060000dd176cbf5c04f00201018000000205001000fc00010085007e00ffffffff0000000000000000
1503048652.405000000,::212:7406:6:606,::1,01001600db060000701658c4d7025d0301018000000206001000fc000100bd00b600ffffffff0000000000000000
1503048652.411000000,::212:7402:2:202,::1,010016006e070000ee1733d525057b030b0b0001000403001000fc000100bd00b600ffffffff0000000000000000
1503048652.411000000,::212:7402:2:202,::1,010016006e070000ee1733d525057b030b0b0001000403001000fc000100bd00b600ffffffff0000000000000000
1503048652.411000000,::212:7402:2:202,::1,010016006e070000ee1733d525057b030b0b0001000403001000fc000100bd00b600ffffffff0000000000000000
1503048652.412000000,::212:7402:2:202,::1,010016006e070000ee1733d525057b030b0b0001000403001000fc000100bd00b600ffffffff0000000000000000
1503048652.412000000,::212:7402:2:202,::1,010016006e070000ee1733d525057b030b0b0001000403001000fc000100bd00b600ffffffff0000000000000000
1503048652.412000000,::212:7402:2:202,::1,010016006e070000ee1733d525057b030b0b0001000403001000fc000100bd00b600ffffffff0000000000000000
1503048652.413000000,::212:7402:2:202,::1,010016006e070000ee1733d525057b030b0b0001000403001000fc000100bd00b600ffffffff0000000000000000
1503048652.413000000,::212:7402:2:202,::1,010016006e070000ee1733d525057b030b0b0001000403001000fc000100bd00b600ffffffff0000000000000000
1503048652.413000000,::212:7402:2:202,::1,010016006e070000ee1733d525057b030b0b0001000403001000fc000100bd00b600ffffffff0000000000000000
1503048652.414000000,::212:7402:2:202,::1,010016006e070000ee1733d525057b030b0b0001000403001000fc000100bd00b600ffffffff0000000000000000
1503048652.414000000,::212:7402:2:202,::1,010016006e070000ee1733d525057b030b0b0001000403001000fc000100bd00b600ffffffff0000000000000000
1503048652.414000000,::212:7402:2:202,::1,010016006e070000ee1733d525057b030b0b0001000403001000fc000100bd00b600ffffffff0000000000000000
1503048652.415000000,::212:7402:2:202,::1,010016006e070000ee1733d525057b030b0b0001000403001000fc000100bd00b600ffffffff0000000000000000
1503048652.415000000,::212:7402:2:202,::1,010016006e070000ee1733d525057b030b0b0001000403001000fc000100bd00b600ffffffff0000000000000000
1503048652.416000000,::212:7402:2:202,::1,010016006e070000ee1733d525057b030b0b0001000403001000fc000100bd00b600ffffffff0000000000000000
1503048652.416000000,::212:7402:2:202,::1,010016006e070000ee1733d525057b030b0b0001000403001000fc000100bd00b600ffffffff0000000000000000
1503048652.417000000,::212:7402:2:202,::1,010016006e070000ee1733d525057b030b0b0001000403001000fc000100bd00b600ffffffff0000000000000000
1503048652.417000000,::212:7402:2:202,::1,010016006e070000ee1733d525057b030b0b0001000403001000fc000100bd00b600ffffffff0000000000000000
1503048652.417000000,::212:7402:2:202,::1,010016006e070000ee1733d525057b030b0b0001000403001000fc000100bd00b600ffffffff0000000000000000
