1502991171.571000000,::212:7405:5:505,::1,01001600090500008e0e1c92d7027f0101018000000202001000fc0001008500b600ffffffff0000000000000000
1502991172.910000000,::212:7403:3:303,::1,0100160010070000830fded1fe01260206068002000601001000fc000100bd00b600ffffffff0000000000000000
1502991172.911000000,::212:7403:3:303,::1,0100160010070000830fded1fe01260206068002000601001000fc000100bd00b600ffffffff0000000000000000
1502991172.911000000,::212:7403:3:303,::1,0100160010070000830fded1fe01260206068002000601001000fc000100bd00b600ffffffff0000000000000000
1502991172.911000000,::212:7403:3:303,::1,0100160010070000830fded1fe01260206068002000601001000fc000100bd00b600ffffffff0000000000000000
1502991172.912000000,::212:7403:3:303,::1,0100160010070000830fded1fe01260206068002000601001000fc000100bd00b600ffffffff0000000000000000
1502991172.912000000,::212:7403:3:303,::1,0100160010070000830fded1fe01260206068002000601001000fc000100bd00b600ffffffff0000000000000000
1502991172.949000000,::212:7403:3:303,::1,0100160010070000830fded1fe01260206068002000601001000fc000100bd00b600ffffffff0000000000000000
1502991172.949000000,::212:7403:3:303,::1,0100160010070000830fded1fe01260206068002000601001000fc000100bd00b600ffffffff0000000000000000
1502991172.951000000,::212:7403:3:303,::1,0100160010070000830fded1fe01260206068002000601001000fc000100bd00b600ffffffff0000000000000000
1502991172.952000000,::212:7403:3:303,::1,0100160010070000830fded1fe01260206068002000601001000fc000100bd00b600ffffffff0000000000000000
1502991172.952000000,::212:7403:3:303,::1,0100160010070000830fded1fe01260206068002000601001000fc000100bd00b600ffffffff0000000000000000
1502991172.952000000,::212:7403:3:303,::1,0100160010070000830fded1fe01260206068002000601001000fc000100bd00b600ffffffff0000000000000000
1502991172.952000000,::212:7403:3:303,::1,0100160010070000830fded1fe01260206068002000601001000fc000100bd00b600ffffffff0000000000000000
1502991172.990000000,::212:7403:3:303,::1,0100160010070000830fded1fe01260206068002000601001000fc000100bd00b600ffffffff0000000000000000
1502991172.991000000,::212:7403:3:303,::1,0100160010070000830fded1fe01260206068002000601001000fc000100bd00b600ffffffff0000000000000000
1502991172.991000000,::212:7403:3:303,::1,0100160010070000830fded1fe01260206068002000601001000fc000100bd00b600ffffffff0000000000000000
1502991172.992000000,::212:7403:3:303,::1,0100160010070000830fded1fe01260206068002000601001000fc000100bd00b600ffffffff0000000000000000
